Account number,Organization,Country,Region,Public,Samples,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Tickers,Authority types,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
21407,Lenovo Group,China,,public," Asia ex-JICK, Benchmark, Continuity Climate Change, Emerging Markets, MSCI ACWI",Computer hardware,Electrical & electronic equipment,Manufacturing,General, 992 HK," Investor, Supply Chain",0992.HK,2020,87305405564,,3101231000,60742312000,9767887000,1210839000,USD,3068385000,59385000,955264000,37990631000,34380098000,955264000,4423211000,3610533000
21419,Axiata Group Berhad,Malaysia,,public," Asia ex-JICK, Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, MSCI ACWI",Telecommunications services,"Media, telecommunications & data center services",Services,General, AXIATA MK," Investor, Supply Chain",AXIATA.KL,2020,,,,,,,USD,,,,,,,,
21422,Hon Hai Precision Industry,"Taiwan, Greater China",,public," Asia ex-JICK, Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, Global 500, MSCI ACWI",Electronic components,Electrical & electronic equipment,Manufacturing,General, 2317 TT," Investor, Supply Chain",2317.TW,2020,1272924871720,,250902981000,5358023065000,302918723000,101794807000,TWD,1232794015000,45069160000,319671586000,3674275590000,2200129181000,364740746000,748257765000,1474146409000
21438,Macquarie Group,Australia,,public," ASX 100, Australia, Benchmark, CCGR1800, Continuity Climate Change, Fixed Income, FTSE All-World, Global 500, MSCI ACWI",Banks,Financial services,Services,Financial services, MQG AU," Investor, Supply Chain",MQG.AX,2020,48008457720,,-93000000,15946000000,5837000000,2731000000,AUD,7454000000,16855000000,53926000000,255802000000,234018000000,53926000000,92338000000,21784000000
21456,Beach Energy,Australia,,public," ASX 100, Australia, Continuity Climate Change, Environmental",Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas, BPT AU, Investor,BPT.AX,2020,4127674097,,1084400000,1728200000,629100000,500800000,AUD,109900000,0,-57100000,4487600000,1669800000,-57100000,118800000,2817800000
21457,Sul América S/A,Brazil,,public," Benchmark, Brazil, Continuity Climate Change, Emerging Markets, MSCI ACWI",Insurance,Financial services,Services,Financial services, SULA11 BZ," Investor, Supply Chain",SULA11.SA,2020,,,,,,,AUD,,,,,,,,
21458,MRV Engenharia e Participações,Brazil,,public," Brazil, Continuity Climate Change",Residential building construction,Construction,Infrastructure,Construction, MRVE3 BZ, Investor,MRVE3.SA,2020,9074492228,,945655000,6646359000,1874338000,550140000,BRL,1080705000,1599644000,-1464358000,18062015000,12027430000,135286000,4651531000,6034585000
21459,Oi S.A,Brazil,,public," Benchmark, Continuity Climate Change",Telecommunications services,"Media, telecommunications & data center services",Services,General, OIBR3 BZ," Investor, Supply Chain",OIBR3.SA,2020,13061274600,,1094506000,9284303000,2012968000,-11047871000,BRL,4107941000,193715000,133920000,73839787000,66069877000,327635000,29325412000,7751492000
21471,CIA SANEAMENTO DE MINAS GERAIS - COPASA,Brazil,,public," Brazil, Continuity Climate Change",Water supply networks,Non-energy utilities,Infrastructure,General, CSMG3 BZ," Investor, Supply Chain",CSMG3.SA,2020,4470543990,,2150221000,5343338000,2404105000,816477000,BRL,805619000,32832000,828798000,11772457000,5315845000,861630000,3845279000,6456612000
21473,BRF S.A,Brazil,,public," Benchmark, Brazil, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, FAIRR, MSCI ACWI",Animal processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", BRFS3 BZ," Investor, Supply Chain",BRFS3.SA,2020,18701305963,,5520716000,39469700000,9470878000,1518492000,BRL,7576625000,314158000,353451000,49664906000,40851372000,667609000,24941107000,8813534000
21477,Quanta Computer,"Taiwan, Greater China",,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, MSCI ACWI",Electronic components,Electrical & electronic equipment,Manufacturing,General, 2382 TT," Investor, Supply Chain",2382.TW,2020,312145440142,,44650650000,1090858851000,63971077000,25327631000,TWD,207370966000,42394125000,-39687586000,663857379000,513564524000,2706539000,198627943000,150292855000
21481,Teck Resources Limited,Canada,,public," Benchmark, Canada, CCGR1800, Continuity Climate Change, Environmental, MSCI ACWI",Coal extraction & processing,Coal mining,Fossil Fuels,Coal, TECK/B CN, Investor,TECK/B.TO,2020,,,,,,,TWD,,,,,,,,
21491,NuVista Energy,Canada,,public," Continuity Climate Change, Environmental",Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas, NVA CN, Investor,NVA.TO,2020,212291480,,119841000,424637000,48348000,-197879000,CAD,-125959000,0,0,2157830000,1000936000,0,706356000,1156894000
21492,Major Drilling Group International.,Canada,,public," CCGR1800, Continuity Climate Change",Mining & metals support services,Industrial support services,Services,General, MDI CN," Investor, Supply Chain",MDI.TO,2020,620129290,,52055000,432076000,64088000,10034000,CAD,22359000,0,156431000,388532000,108369000,156431000,19208000,280163000
21524,LPP S.A.,Poland,,public," Benchmark, CEE, Emerging Markets, MSCI ACWI",Apparel stores,Discretionary retail,Retail,General, LPP PW, Investor,LPP,2020,,,,,,,CAD,,,,,,,,
21537,DNB ASA,Norway,,public," Benchmark, CCGR1800, Continuity Climate Change, Euro, FTSE All-World, MSCI ACWI, Nordic",Banks,Financial services,Services,Financial services, DNB NO, Investor,DNB.OL,2020,260348780496,,27410000000,55997000000,55997000000,19854000000,NOK,283526000000,89481000000,486980000000,2918943000000,2670546000000,576461000000,824501000000,248397000000
21576,Wuliangye Yibin Co Ltd-A,China,,public," Benchmark, China, Environmental, Global 500, MSCI ACWI",Alcoholic beverages,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 000858 CH, Investor,000858.SZ,2020,1132434070513,,26734567260,57321059453,42509097975,19954809594,CNY,68209577022,-122881072.65999913,1974058175,113893139013,26134892369,1851177103,910336815,87758246643
21641,Cia Paranaense de Energia - COPEL,Brazil,,public," Benchmark, Brazil, CCGR1800, Continuity Climate Change, Environmental",Electricity networks,Energy utility networks,Infrastructure,Electric utilities, CPLE6 BZ," Investor, Supply Chain",CPLE6.SA,2020,20496787587,,7102847000,18633249000,4059719000,3904202000,BRL,3222768000,174930000,3224432000,46784662000,26534144000,3399362000,10084373000,20250518000
21657,Elia Group,Belgium,,public," Benelux, Continuity Climate Change",Electricity networks,Energy utility networks,Infrastructure,Electric utilities, ELI BB," Investor, Supply Chain",ELI.BR,2020,6707827132,,816000000,2209600000,405300000,269400000,EUR,590100000,0,367400000,15327600000,11446200000,367400000,8685500000,3798600000
21672,Yageo Corporation,"Taiwan, Greater China",,public," Benchmark, Emerging Markets, MSCI ACWI",Electronic components,Electrical & electronic equipment,Manufacturing,General, 2327 TT," Investor, Supply Chain",2327.TW,2020,254652016550,,21528722000,67672108000,26657067000,12011399000,TWD,22885193000,16309233000,-6964260000,183030890000,113531554000,9344973000,77970241000,69499336000
21673,"Coway Co., Ltd.",Republic of Korea,,public," Benchmark, Continuity Climate Change, Emerging Markets, Korea, MSCI ACWI",Consumer goods wholesale & rental,"Trading, wholesale, distribution, rental & leasing",Retail,General, 021240 KS," Investor, Supply Chain",021240.KS,2020,5269816750100,,1124126441070,3237411475090,2193497480820,404891633620,KRW,115815623720,35825064000,-21107747170,3029023072510,1539014181300,14717316830,732767259490,1490008891210
21680,Walsin Lihwa Corporation,"Taiwan, Greater China",,public," Benchmark, Continuity Climate Change",Fabricated metal components,Metal products manufacturing,Manufacturing,General, 1605 TT," Investor, Supply Chain",1605.TW,2020,62254839761,,11582756000,112546603000,12468338000,6691149000,TWD,11944408000,2094576000,43267018000,151564006000,64283176000,45361594000,38582809000,87280830000
21683,Vanguard International Semiconductor Corporation,"Taiwan, Greater China",,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, MSCI ACWI",Semiconductors,Electrical & electronic equipment,Manufacturing,General, 5347 TT, Investor,5347.TW,2020,,,,,,,TWD,,,,,,,,
21686,Unimicron Corporation,"Taiwan, Greater China",,public, Benchmark,Electronic components,Electrical & electronic equipment,Manufacturing,General, 3037 TT," Investor, Supply Chain",3037.TW,2020,127907975626,,15567151000,87892821000,12828366000,5461671000,TWD,24194463000,13520000,7767918000,124710224000,71609666000,7781438000,32149677000,53100558000
21694,Tripod Technology Corporation,"Taiwan, Greater China",,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General, 3044 TT, Supply Chain,3044.TW,2020,62249076328,,11200639000,55547908000,11150422000,6125520000,TWD,26032815000,304484000,0,75249230000,39188801000,304484000,13998305000,36060429000
21707,Commercial International Bank,Egypt,,public," Benchmark, Continuity Climate Change, Emerging Markets, MSCI ACWI",Banks,Financial services,Services,Financial services, COMI EY, Investor,COMI,2020,,,,,,,TWD,,,,,,,,
21722,Mercialys,France,,public," Continuity Climate Change, Fixed Income, France",REIT,Financial services,Services,Real estate, MERY FP, Investor,MERY.PA,2020,662720984,,153486000,213995000,147357000,85833000,EUR,464611000,-2042907000,2085740000,2723575000,1828457000,42833000,1666607000,895118000
21734,LISI,France,,public, France,Aerospace,Transportation equipment,Manufacturing,Transport OEMS, FII FP," Investor, Supply Chain",FII.PA,2020,1066632834,,158604000,1229958000,118990000,-37321000,EUR,242144000,0,6996000,1859324000,868907000,6996000,462924000,990417000
21744,Korian SA,France,,public," Continuity Climate Change, Fixed Income, France",Health care facilities,Health care provision,"Biotech, health care & pharma",General, KORI FP, Investor,KORI.PA,2020,2887260180,,839899000,3772909000,3475864000,39402000,EUR,1159109000,81000,36942000,13197328000,9874782000,37023000,7711485000,3322546000
21751,Guerbet,France,,public," Continuity Climate Change, France",Medical equipment,Medical equipment & supplies,"Biotech, health care & pharma",General, GBT FP, Investor,GBT.PA,2020,413607582,,94623000,712295000,157492000,18240000,EUR,96713000,33151000,7004000,945707000,577953000,7004000,353302000,367754000
21770,Airbus SE,Netherlands,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Euro, France, FTSE All-World, Global 500, MSCI ACWI",Aerospace,Transportation equipment,Manufacturing,Transport OEMS, AIR FP," Investor, Supply Chain",AIR.PA,2020,70386324399,,2026000000,49912000000,5662000000,-1169000000,EUR,14439000000,2086000000,8896000000,110095000000,103639000000,10815000000,15622000000,6456000000
21773,Devoteam SA,France,,public," Continuity Climate Change, France",IT services,IT & software development,Services,General, DVT FP," Investor, Supply Chain",DVT.PA,2020,,,100520000,760371000,367289000,46399000,EUR,154631000,1540000,2900000,680913000,449727000,4440000,78397000,214670000
21782,Chime Communications,United Kingdom of Great Britain and Northern Ireland,,public, Self selected companies climate change,Marketing,Web & marketing services,Services,General, CHW LN," Investor, Supply Chain",CHW.L,2020,,,,,,,EUR,,,,,,,,
21783,TT Electronics Plc,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, UK",Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods, TTG LN," Investor, Supply Chain",TTG.L,2020,336558040,,23800000,431800000,99100000,1300000,GBP,70200000,0,1800000,572800000,274800000,1800000,154100000,298000000
21811,N Brown Group Plc,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, UK",Apparel stores,Discretionary retail,Retail,General, BWNG LN, Investor,BWNG.L,2020,275862236,,86500000,728800000,323500000,7900000,GBP,94900000,0,25500000,957700000,541400000,25500000,400900000,416300000
21815,Sthree Plc,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, UK",Commercial services,Commercial & consumer services,Services,General, STEM LN, Investor,STEM.L,2020,394254000,,56937000,1202622000,289504000,16953000,GBP,50363000,0,1000,338388000,209871000,1000,35972000,128517000
21858,Formosa Taffeta Co.,China,,public," Benchmark, CCGR1800, Continuity Climate Change, MSCI ACWI",Textiles,Textiles & fabric goods,Apparel,General, 1434 TT, Investor,1434.TW,2020,52240724550,,3773030000,28783492000,3012827000,2095548000,TWD,3083322000,1437047000,48222239000,79462058000,17978470000,49659286000,13802962000,61483588000
21868,First Financial Holding Co,"Taiwan, Greater China",,public," Asia ex-JICK, Benchmark, Continuity Climate Change, Emerging Markets, MSCI ACWI",Banks,Financial services,Services,Financial services, 2892 TT, Investor,2892.TW,2020,265625998548,,21592535000,59473618000,59473618000,16807541000,TWD,306026496000,0,1181958987000,3550503691000,3329296822000,1181958987000,70886793000,221206869000
21889,Empresas CMPC,Chile,,public," Benchmark, CCGR1800, Continuity Climate Change, Emerging Markets, Environmental, Latin America, MSCI ACWI",Pulp & paper mills,Wood & paper materials,Materials,Paper & forestry, CMPC CI," Investor, Supply Chain",CMPC.SN,2020,4634519999670,,276463000,5286927000,863428000,-27666000,USD,891031000,-3293868000,3296457000,14726953000,6860816000,2589000,4163993000,7866137000
21897,Elbit Systems Ltd,Israel,,public," Benchmark, Environmental, MSCI ACWI",Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods, ESLT IT, Investor,ESLT.TA,2020,18700173800,,477515000,4662572000,1165107000,237658000,USD,278794000,1524000,253607000,8057897000,5826530000,255131000,1203241000,2231367000
21906,Nan Ya Printed Circuit Board,China,,public, Self selected companies climate change,Electronic components,Electrical & electronic equipment,Manufacturing,General, 8046 TT," Investor, Supply Chain",8046.TW,2020,117166207340,,6981113000,38512743000,5751911000,3665917000,TWD,5573154000,0,487152000,44556237000,12193548000,487152000,1014230000,32362689000
21925,Macronix International,"Taiwan, Greater China",,public, Benchmark,Electronic components,Electrical & electronic equipment,Manufacturing,General, 2337 TT," Investor, Supply Chain",2337.TW,2020,78017993100,,9834329000,39800947000,13409355000,5326083000,TWD,11879299000,13887000,2493739000,65892218000,29697826000,2507626000,17193782000,36194392000
21950,Inventec Co Ltd,"Taiwan, Greater China",,public," Benchmark, Environmental, MSCI ACWI",Electronic components,Electrical & electronic equipment,Manufacturing,General, 2356 TT," Investor, Supply Chain",2356.TW,2020,85841288880,,15224479000,508294198000,21112917000,7547985000,TWD,32951595000,2187973000,2593138000,214161437000,156270694000,4781111000,42176838000,57890743000
21967,Chicony Electronics Co. Ltd,"Taiwan, Greater China",,public," Benchmark, MSCI ACWI",Batteries,Electrical & electronic equipment,Manufacturing,Capital goods, 2385 TT," Investor, Supply Chain",2385.TW,2020,60403585171,,10800981000,95082227000,17775629000,5466764000,TWD,3751351000,6028357000,-3244094000,75441996000,42770314000,2784263000,584797000,32671682000
21991,Bank Leumi Le Israel,Israel,,public," Benchmark, Continuity Climate Change, MSCI ACWI",Banks,Financial services,Services,Financial services, LUMI IT, Investor,LUMI.TA,2020,27459318599,,4169000000,10537000000,10537000000,2102000000,ILS,132616000000,0,108344000000,556035000000,517940000000,108344000000,17234000000,38095000000
22010,Mettler-Toledo International Inc.,Switzerland,,public," Benchmark, Continuity Climate Change, FTSE All-World, MSCI ACWI, S&P 500",Medical equipment,Medical equipment & supplies,"Biotech, health care & pharma",General, MTD US," Investor, Supply Chain",MTD,2020,26628710955,1400,896584000,3085177000,1801031000,602739000,USD,94254000,0,-41836000,2814549000,2531874000,-41836000,1334491000,282675000
22032,Vitura,France,,public, Self selected companies climate change,REIT,Financial services,Services,Real estate, VTR FP, Investor,VTR.PA,2020,516428270,,28319000,84877000,63324000,16094000,EUR,62836000,0,8000,1552118000,817800000,8000,776728000,734318000
22082,Berkeley Group,United Kingdom of Great Britain and Northern Ireland,,public," Benchmark, Continuity Climate Change, MSCI ACWI, UK",Residential building construction,Construction,Infrastructure,Construction, BKG LN, Investor,BKG.L,2020,5425452984,,508200000,2202200000,635300000,422700000,GBP,1428200000,0,281700000,5552200000,2376800000,281700000,303200000,3175400000
22121,DS Smith Plc,United Kingdom of Great Britain and Northern Ireland,,public," CCGR1800, Continuity Climate Change, Environmental, UK",Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry, SMDS LN," Investor, Supply Chain",SMDS.L,2020,5138762800,,808000000,5976000000,1828000000,194000000,GBP,378000000,435000000,87000000,8700000000,5165000000,522000000,2625000000,3535000000
22123,Communisis Limited,United Kingdom of Great Britain and Northern Ireland,,public, Continuity Climate Change,Printing services,Print & publishing services,Services,General, CMS LN," Investor, Supply Chain",CMS.L,2020,,,,,,,GBP,,,,,,,,
22135,Vattenfall Group,Sweden,,public," CCGR1800, Continuity Climate Change",Coal generation,Thermal power generation,Power generation,Electric utilities, VATT SS," Investor, Supply Chain",VATT.ST,2020,,,,,,,GBP,,,,,,,,
22142,RPS Group Plc,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, UK",Other professional services,Specialized professional services,Services,General, RPS LN, Investor,RPS.L,2020,,,1500000,542100000,542100000,-31100000,GBP,43200000,0,0,608700000,259700000,0,102900000,349000000
22156,Costain Group,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, UK",Engineering services,Specialized professional services,Services,General, COST LN," Investor, Supply Chain",COST.L,2020,162770246,,-55000000,978400000,-59100000,-78000000,GBP,150900000,0,3900000,489900000,333400000,3900000,80100000,156500000
22163,Dialog Semiconductor plc,Germany,,public, Self selected companies climate change,Electronic components,Electrical & electronic equipment,Manufacturing,General, DLG GR, Supply Chain,DLG.DE,2020,,,220114000,1375924000,678119000,84495000,USD,522547000,0,0,2121518000,466990000,0,12916000,1654528000
22168,K + S AG,Germany,,public," Benchmark, CCGR1800, Continuity Climate Change, DACH, Environmental",Other non-metallic minerals,Other mineral mining,Materials,Metals & mining, SDF GR," Investor, Supply Chain",SDF.DE,2020,1512060000,,318100000,2432100000,-1726800000,-1890900000,EUR,142300000,210700000,-123500000,8387400000,6164800000,87200000,3633300000,2222600000
22175,CEWE Stiftung & Co. KGaA,Germany,,public," Continuity Climate Change, DACH",Consumer services,Commercial & consumer services,Services,General, CWC GR, Investor,CWC.DE,2020,659425849,,137590000,727258000,558076000,51936000,EUR,102809000,3153000,5095000,625463000,324460000,8248000,60389000,301003000
22188,Indusind Bank,India,,public," Continuity Climate Change, Emerging Markets, India",Banks,Financial services,Services,Financial services, IIB IN, Investor,IIB.BO,2020,,,,,,,EUR,,,,,,,,
22194,Zeon Corporation,Japan,,public," Continuity Climate Change, Environmental, Japan",Other base chemicals,Chemicals,Materials,Chemicals, 4205 JP," Investor, Supply Chain",4205.T,2020,323498712000,,57068000000,301961000000,97552000000,27716000000,JPY,51970000000,-7711000000,93912000000,448821000000,150574000000,86201000000,18960000000,298247000000
22197,"Kintetsu World Express, Inc.",Japan,,public,,Air freight,Air transport,Transportation services,Transport services, 9375 JP, Supply Chain,9375.T,2020,,,34537000000,544533000000,93847000000,4724000000,JPY,80493000000,4366000000,6564000000,385465000000,258866000000,10930000000,170857000000,116132000000
22206,Recordati SpA,Italy,,public," Benchmark, Continuity Climate Change, Italy, MSCI ACWI",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General, REC IM, Investor,REC.MI,2020,9348005182,,573442000,1448867000,1042036000,354984000,EUR,188230000,0,45581000,2711654000,1435394000,45581000,1061059000,1276260000
22208,"KYORIN Holdings, Inc.",Japan,,public, Continuity Climate Change,Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General, 4569 JP, Investor,4569.T,2020,111223226643,,10093000000,102904000000,51628000000,6130000000,JPY,27445000000,3399000000,25074000000,167126000000,42466000000,23645000000,21882000000,124660000000
22209,Credito Emiliano,Italy,,public, Italy,Banks,Financial services,Services,Financial services, CE IM, Investor,CE.MI,2020,1462192830,,408455000,1316472000,1316472000,201595000,EUR,7806120000,0,9401970000,56650245000,53516211000,9401970000,2876755000,3134034000
22216,Danieli & C Officine Meccaniche S.p.A.,Italy,,public," Continuity Climate Change, Italy",Industrial machinery,Powered machinery,Manufacturing,Capital goods, DAN IM, Investor,DAN.MI,2020,1069843096,,235157000,3040347000,770741000,80189000,EUR,1072869000,591014000,-566399000,5451472000,3435126000,24615000,585259000,2016346000
22221,BPER Banca,Italy,,public," Continuity Climate Change, Fixed Income, Italy",Banks,Financial services,Services,Financial services, BPE IM, Investor,BPE.MI,2020,2105084000,,536795000,2736934000,2736934000,236925000,EUR,8980678000,0,25031449000,93050838000,86720084000,25031449000,7186809000,6330754000
22228,"Toyo Ink SC Holdings Co., Ltd.",Japan,,public, Environmental,Specialty chemicals,Chemicals,Materials,Chemicals, 4634 JP," Investor, Supply Chain",4634.T,2020,111817802000,,21731000000,257675000000,57196000000,6019000000,JPY,76469000000,57000000,48383000000,380227000000,162904000000,48440000000,79871000000,217323000000
22231,"TS Tech Co.,Ltd.",Japan,,public," Continuity Climate Change, Japan",Furniture,Leisure & home manufacturing,Manufacturing,General, 7313 JP," Investor, Supply Chain",7313.T,2020,216907240000,,47823000000,346149000000,57478000000,20741000000,JPY,153034000000,5361000000,45853000000,390478000000,89028000000,41833000000,5228000000,301450000000
22238,Nifco Inc.,Japan,,public," Continuity Climate Change, Japan",Plastic products,Plastic product manufacturing,Manufacturing,General, 7988 JP," Investor, Supply Chain",7988.T,2020,410769750000,,43952000000,256078000000,70858000000,18402000000,JPY,97184000000,417000000,6068000000,307127000000,128478000000,3281000000,70103000000,178649000000
22240,"PARK24 Co., Ltd.",Japan,,public," Benchmark, Japan, MSCI ACWI",Transportation support services,Industrial support services,Services,General, 4666 JP, Investor,4666.T,2020,276688008000,,27389000000,268904000000,36348000000,-46884000000,JPY,55536000000,-12179000000,13378000000,295775000000,264631000000,1199000000,205965000000,31144000000
22241,Meiji Holdings Co Ltd,Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 2269 JP, Investor,2269.T,2020,526705740000,,159225000000,1191765000000,449626000000,65655000000,JPY,40328000000,-31330000000,156824000000,1067000000000,407643000000,125494000000,101775000000,659357000000
22242,"MEGMILK SNOW BRAND Co.,Ltd.",Japan,,public," Continuity Climate Change, Environmental, Japan",Dairy & egg products,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 2270 JP, Investor,2270.T,2020,149044357713,,38078000000,615186000000,142612000000,14913000000,JPY,21840000000,-8534000000,53051000000,398650000000,200395000000,44517000000,79373000000,198255000000
22243,Nabtesco Corporation,Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods, 6268 JP," Investor, Supply Chain",6268.T,2020,561126360000,,48021000000,279358000000,73192000000,20505000000,JPY,64665000000,2582000000,44951000000,351723000000,140082000000,47533000000,48366000000,211641000000
22244,Meidensha Corporation,Japan,,public, Self selected companies climate change,Industrial machinery,Powered machinery,Manufacturing,Capital goods, 6508 JP, Investor,6508.T,2020,105346818000,,19582000000,231254000000,57902000000,7303000000,JPY,14307000000,-2358000000,21840000000,279059000000,179324000000,19482000000,47598000000,99735000000
22249,"CyberAgent, Inc.",Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Marketing,Web & marketing services,Services,General, 4751 JP, Investor,4751.T,2020,897029744310,,42463000000,478566000000,140648000000,14257000000,JPY,102368000000,24096000000,-15910000000,260766000000,133091000000,8186000000,41433000000,127675000000
22257,Ted Baker Plc,United Kingdom of Great Britain and Northern Ireland,,public," Continuity Climate Change, UK",Apparel stores,Discretionary retail,Retail,General, TED LN," Investor, Supply Chain",TED.L,2020,,,-343000,630478000,307090000,-70417000,GBP,52912000,0,0,600942000,452311000,5088000,348337000,148631000
22258,Ebara Corporation,Japan,,public," Continuity Climate Change, Japan",Industrial machinery,Powered machinery,Manufacturing,Capital goods, 6361 JP," Investor, Supply Chain",6361.T,2020,321400270000,,53982000000,523727000000,144640000000,24236000000,JPY,121996000000,1035000000,11731000000,621578000000,317109000000,12766000000,74722000000,304469000000
22259,DISCO Corporation,Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Industrial machinery,Powered machinery,Manufacturing,Capital goods, 6146 JP," Investor, Supply Chain",6146.T,2020,417659769240,,60170000000,182857000000,106884000000,39091000000,JPY,109809000000,-3470000000,5961000000,329026000000,76675000000,2491000000,0,252351000000
22264,"Electric Power Development Co.,Ltd (J-POWER)",Japan,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, Japan, MSCI ACWI",Coal generation,Thermal power generation,Power generation,Electric utilities, 9513 JP, Investor,9513.T,2020,260111208000,,178891000000,909143000000,77775000000,22304000000,JPY,189842000000,-19510000000,271935000000,2841960000000,1988276000000,252425000000,1666112000000,853684000000
22270,LS Electric Co Ltd,Republic of Korea,,public," Benchmark, Korea",Industrial machinery,Powered machinery,Manufacturing,Capital goods, 010120 KS, Investor,010120.KS,2020,1848805138600,,221180015420,2402672528420,434139917090,85176740860,KRW,683234939610,7154971280,121557804890,2540396071840,1126926170720,128712776170,627930569630,1413469901120
22273,Tokyo Century Corporation,Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Vehicles & machinery rental & leasing,"Trading, wholesale, distribution, rental & leasing",Retail,General, 8439 JP," Investor, Supply Chain",8439.T,2020,249657690000,,275889000000,1200184000000,200982000000,49145000000,JPY,217522000000,313143000000,277624000000,5602897000000,4914554000000,204523000000,4233449000000,688343000000
22274,Coca-Cola Bottlers Japan Holdings Inc.,Japan,,public," Benchmark, Continuity Climate Change, Japan, MSCI ACWI",Non-alcoholic beverages,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco", 2579 JP, Investor,2579.T,2020,288574150000,,48628000000,791956000000,362916000000,-7147000000,JPY,114778000000,702000000,25225000000,939603000000,437510000000,25927000000,269991000000,502093000000
22287,Vopak,Netherlands,,public," Benchmark, Benelux, CCGR1800, MSCI ACWI",Oil & gas pipelines & storage,Oil & gas storage & transportation,Fossil Fuels,Oil & gas, VPK NA," Investor, Supply Chain",VPK.AS,2020,5390724601,,653500000,1190000000,439600000,294600000,EUR,68300000,0,1484600000,6638700000,3532400000,1484600000,2657700000,3106300000
22295,Metsä Board Corporation,Finland,,public," Continuity Climate Change, Nordic",Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry, METSB FH," Investor, Supply Chain",METSB.HE,2020,3035471427,,304000000,1889500000,555700000,170100000,EUR,214000000,-10700000,566600000,2302500000,918700000,555900000,451000000,1383800000
22298,Investment AB Latour,Sweden,,public," Continuity Climate Change, Nordic",Plastic products,Plastic product manufacturing,Manufacturing,General, LATOB SS, Investor,LATOB.ST,2020,,,,,,,EUR,,,,,,,,
22306,Ross Stores Inc,United States of America,,public," Benchmark, CCGR1800, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Apparel stores,Discretionary retail,Retail,General, ROST US, Investor,ROST,2020,43303911290,0,553955000,12531565000,2692991000,85382000,USD,4819293000,0,48773000,12717867000,9427227000,48773000,5732799000,3290640000
22317,Quanta Services Inc,United States of America,,public," Benchmark, Continuity Climate Change, S&P 500",Energy infrastructure construction,Construction,Infrastructure,General, PWR US," Investor, Supply Chain",PWR,2020,10091514420,35800,702064000,11202672000,1660847000,445596000,USD,184620000,0,-166407000,8398272000,4049300000,-166407000,1453014000,4348972000
22331,T Mobile USA inc,United States of America,,public," Benchmark, CCGR1800, Continuity Climate Change, FTSE All-World, Global 500, MSCI ACWI, S&P 500",Telecommunications services,"Media, telecommunications & data center services",Services,General, TMUS US," Investor, Supply Chain",TMUS,2020,167688675506,75000,20829000000,68397000000,40131000000,3064000000,USD,10385000000,0,2031000000,200162000000,134818000000,2031000000,104219000000,65344000000
22340,ICL,Israel,,public," Benchmark, CCGR1800, Continuity Climate Change, Environmental, MSCI ACWI",Non-nitrogenous fertilizers,Chemicals,Materials,Chemicals, ICL IT," Investor, Supply Chain",ICL.TA,2020,20943777520,,757000000,5043000000,1490000000,11000000,USD,214000000,100000000,83000000,9664000000,5576000000,183000000,2777000000,4088000000
